Leading Cancer Sites,Leading Cancer Sites Code,Sex,Sex Code,Year,States,States Code,Count
Pancreas,21100,Female,F,2016,Alaska,2,41
Pancreas,21100,Female,F,2016,Arizona,4,509
Pancreas,21100,Female,F,2016,Arkansas,5,230
Pancreas,21100,Female,F,2016,California,6,2528
Pancreas,21100,Female,F,2016,Colorado,8,306
Pancreas,21100,Female,F,2016,Connecticut,9,331
Pancreas,21100,Female,F,2016,Delaware,10,78
Pancreas,21100,Female,F,2016,District of Columbia,11,44
Pancreas,21100,Female,F,2016,Florida,12,1812
Pancreas,21100,Female,F,2016,Georgia,13,679
Pancreas,21100,Female,F,2016,Hawaii,15,128
Pancreas,21100,Female,F,2016,Idaho,16,129
Pancreas,21100,Female,F,2016,Illinois,17,1002
Pancreas,21100,Female,F,2016,Indiana,18,519
Pancreas,21100,Female,F,2016,Iowa,19,264
Pancreas,21100,Female,F,2016,Kansas,20,207
Pancreas,21100,Female,F,2016,Kentucky,21,359
Pancreas,21100,Female,F,2016,Louisiana,22,361
Pancreas,21100,Female,F,2016,Maine,23,145
Pancreas,21100,Female,F,2016,Maryland,24,479
Pancreas,21100,Female,F,2016,Massachusetts,25,541
Pancreas,21100,Female,F,2016,Michigan,26,863
Pancreas,21100,Female,F,2016,Minnesota,27,447
Pancreas,21100,Female,F,2016,Mississippi,28,236
Pancreas,21100,Female,F,2016,Missouri,29,420
Pancreas,21100,Female,F,2016,Montana,30,77
Pancreas,21100,Female,F,2016,Nebraska,31,156
Pancreas,21100,Female,F,2016,Nevada,32,199
Pancreas,21100,Female,F,2016,New Hampshire,33,111
Pancreas,21100,Female,F,2016,New Jersey,34,780
Pancreas,21100,Female,F,2016,New Mexico,35,148
Pancreas,21100,Female,F,2016,New York,36,1727
Pancreas,21100,Female,F,2016,North Carolina,37,796
Pancreas,21100,Female,F,2016,North Dakota,38,56
Pancreas,21100,Female,F,2016,Ohio,39,955
Pancreas,21100,Female,F,2016,Oklahoma,40,251
Pancreas,21100,Female,F,2016,Oregon,41,315
Pancreas,21100,Female,F,2016,Pennsylvania,42,1204
Pancreas,21100,Female,F,2016,Rhode Island,44,100
Pancreas,21100,Female,F,2016,South Carolina,45,440
Pancreas,21100,Female,F,2016,South Dakota,46,73
Pancreas,21100,Female,F,2016,Tennessee,47,503
Pancreas,21100,Female,F,2016,Texas,48,1736
Pancreas,21100,Female,F,2016,Utah,49,126
Pancreas,21100,Female,F,2016,Vermont,50,51
Pancreas,21100,Female,F,2016,Virginia,51,588
Pancreas,21100,Female,F,2016,Washington,53,540
Pancreas,21100,Female,F,2016,West Virginia,54,159
Pancreas,21100,Female,F,2016,Wisconsin,55,445
Pancreas,21100,Female,F,2016,Wyoming,56,35
Pancreas,21100,Female,F,2017,Alabama,1,352
Pancreas,21100,Female,F,2017,Alaska,2,37
Pancreas,21100,Female,F,2017,Arizona,4,477
Pancreas,21100,Female,F,2017,Arkansas,5,226
Pancreas,21100,Female,F,2017,California,6,2517
Pancreas,21100,Female,F,2017,Colorado,8,325
Pancreas,21100,Female,F,2017,Connecticut,9,320
Pancreas,21100,Female,F,2017,Delaware,10,77
Pancreas,21100,Female,F,2017,District of Columbia,11,59
Pancreas,21100,Female,F,2017,Florida,12,1908
Pancreas,21100,Female,F,2017,Georgia,13,753
Pancreas,21100,Female,F,2017,Hawaii,15,140
Pancreas,21100,Female,F,2017,Idaho,16,139
Pancreas,21100,Female,F,2017,Illinois,17,1085
Pancreas,21100,Female,F,2017,Indiana,18,541
Pancreas,21100,Female,F,2017,Iowa,19,250
Pancreas,21100,Female,F,2017,Kansas,20,201
Pancreas,21100,Female,F,2017,Kentucky,21,346
Pancreas,21100,Female,F,2017,Louisiana,22,355
Pancreas,21100,Female,F,2017,Maine,23,111
Pancreas,21100,Female,F,2017,Maryland,24,493
Pancreas,21100,Female,F,2017,Massachusetts,25,606
Pancreas,21100,Female,F,2017,Michigan,26,919
Pancreas,21100,Female,F,2017,Minnesota,27,446
Pancreas,21100,Female,F,2017,Mississippi,28,252
Pancreas,21100,Female,F,2017,Missouri,29,477
Pancreas,21100,Female,F,2017,Montana,30,81
Pancreas,21100,Female,F,2017,Nebraska,31,123
Pancreas,21100,Female,F,2017,Nevada,32,252
Pancreas,21100,Female,F,2017,New Hampshire,33,116
Pancreas,21100,Female,F,2017,New Jersey,34,871
Pancreas,21100,Female,F,2017,New Mexico,35,124
Pancreas,21100,Female,F,2017,New York,36,1797
Pancreas,21100,Female,F,2017,North Carolina,37,840
Pancreas,21100,Female,F,2017,North Dakota,38,45
Pancreas,21100,Female,F,2017,Ohio,39,947
Pancreas,21100,Female,F,2017,Oklahoma,40,294
Pancreas,21100,Female,F,2017,Oregon,41,357
Pancreas,21100,Female,F,2017,Pennsylvania,42,1285
Pancreas,21100,Female,F,2017,Rhode Island,44,72
Pancreas,21100,Female,F,2017,South Carolina,45,418
Pancreas,21100,Female,F,2017,South Dakota,46,60
Pancreas,21100,Female,F,2017,Tennessee,47,502
Pancreas,21100,Female,F,2017,Texas,48,1728
Pancreas,21100,Female,F,2017,Utah,49,118
Pancreas,21100,Female,F,2017,Vermont,50,65
Pancreas,21100,Female,F,2017,Virginia,51,594
Pancreas,21100,Female,F,2017,Washington,53,549
Pancreas,21100,Female,F,2017,West Virginia,54,164
Pancreas,21100,Female,F,2017,Wisconsin,55,466
Pancreas,21100,Female,F,2017,Wyoming,56,27
Pancreas,21100,Female,F,2018,Alabama,1,432
Pancreas,21100,Female,F,2018,Alaska,2,37
Pancreas,21100,Female,F,2018,Arizona,4,536
Pancreas,21100,Female,F,2018,Arkansas,5,220
Pancreas,21100,Female,F,2018,California,6,2686
Pancreas,21100,Female,F,2018,Colorado,8,321
Pancreas,21100,Female,F,2018,Connecticut,9,335
Pancreas,21100,Female,F,2018,Delaware,10,91
Pancreas,21100,Female,F,2018,District of Columbia,11,65
Pancreas,21100,Female,F,2018,Florida,12,1949
Pancreas,21100,Female,F,2018,Georgia,13,767
Pancreas,21100,Female,F,2018,Hawaii,15,107
Pancreas,21100,Female,F,2018,Idaho,16,96
Pancreas,21100,Female,F,2018,Illinois,17,1119
Pancreas,21100,Female,F,2018,Indiana,18,555
Pancreas,21100,Female,F,2018,Iowa,19,282
Pancreas,21100,Female,F,2018,Kansas,20,197
Pancreas,21100,Female,F,2018,Kentucky,21,398
Pancreas,21100,Female,F,2018,Louisiana,22,406
Pancreas,21100,Female,F,2018,Maine,23,129
Pancreas,21100,Female,F,2018,Maryland,24,505
Pancreas,21100,Female,F,2018,Massachusetts,25,591
Pancreas,21100,Female,F,2018,Michigan,26,846
Pancreas,21100,Female,F,2018,Minnesota,27,482
Pancreas,21100,Female,F,2018,Mississippi,28,247
Pancreas,21100,Female,F,2018,Missouri,29,522
Pancreas,21100,Female,F,2018,Montana,30,83
Pancreas,21100,Female,F,2018,Nebraska,31,136
Pancreas,21100,Female,F,2018,Nevada,32,180
Pancreas,21100,Female,F,2018,New Hampshire,33,115
Pancreas,21100,Female,F,2018,New Jersey,34,817
Pancreas,21100,Female,F,2018,New Mexico,35,144
Pancreas,21100,Female,F,2018,New York,36,1832
Pancreas,21100,Female,F,2018,North Carolina,37,861
Pancreas,21100,Female,F,2018,North Dakota,38,46
Pancreas,21100,Female,F,2018,Ohio,39,1064
Pancreas,21100,Female,F,2018,Oklahoma,40,256
Pancreas,21100,Female,F,2018,Oregon,41,324
Pancreas,21100,Female,F,2018,Pennsylvania,42,1306
Pancreas,21100,Female,F,2018,Rhode Island,44,90
Pancreas,21100,Female,F,2018,South Carolina,45,463
Pancreas,21100,Female,F,2018,South Dakota,46,79
Pancreas,21100,Female,F,2018,Tennessee,47,564
Pancreas,21100,Female,F,2018,Texas,48,1808
Pancreas,21100,Female,F,2018,Utah,49,149
Pancreas,21100,Female,F,2018,Vermont,50,59
Pancreas,21100,Female,F,2018,Virginia,51,647
Pancreas,21100,Female,F,2018,Washington,53,583
Pancreas,21100,Female,F,2018,West Virginia,54,180
Pancreas,21100,Female,F,2018,Wisconsin,55,482
Pancreas,21100,Female,F,2018,Wyoming,56,35
Pancreas,21100,Female,F,2019,Alabama,1,403
Pancreas,21100,Female,F,2019,Alaska,2,45
Pancreas,21100,Female,F,2019,Arizona,4,579
Pancreas,21100,Female,F,2019,Arkansas,5,233
Pancreas,21100,Female,F,2019,California,6,2805
Pancreas,21100,Female,F,2019,Colorado,8,384
Pancreas,21100,Female,F,2019,Connecticut,9,321
Pancreas,21100,Female,F,2019,Delaware,10,122
Pancreas,21100,Female,F,2019,District of Columbia,11,51
Pancreas,21100,Female,F,2019,Florida,12,2064
Pancreas,21100,Female,F,2019,Georgia,13,779
Pancreas,21100,Female,F,2019,Hawaii,15,122
Pancreas,21100,Female,F,2019,Idaho,16,136
Pancreas,21100,Female,F,2019,Illinois,17,1129
Pancreas,21100,Female,F,2019,Indiana,18,518
Pancreas,21100,Female,F,2019,Iowa,19,272
Pancreas,21100,Female,F,2019,Kansas,20,193
Pancreas,21100,Female,F,2019,Kentucky,21,387
Pancreas,21100,Female,F,2019,Louisiana,22,427
Pancreas,21100,Female,F,2019,Maine,23,142
Pancreas,21100,Female,F,2019,Maryland,24,535
Pancreas,21100,Female,F,2019,Massachusetts,25,636
Pancreas,21100,Female,F,2019,Michigan,26,977
Pancreas,21100,Female,F,2019,Minnesota,27,503
Pancreas,21100,Female,F,2019,Mississippi,28,250
Pancreas,21100,Female,F,2019,Missouri,29,535
Pancreas,21100,Female,F,2019,Montana,30,86
Pancreas,21100,Female,F,2019,Nebraska,31,144
Pancreas,21100,Female,F,2019,Nevada,32,209
Pancreas,21100,Female,F,2019,New Hampshire,33,136
Pancreas,21100,Female,F,2019,New Jersey,34,907
Pancreas,21100,Female,F,2019,New Mexico,35,177
Pancreas,21100,Female,F,2019,New York,36,1872
Pancreas,21100,Female,F,2019,North Carolina,37,903
Pancreas,21100,Female,F,2019,North Dakota,38,50
Pancreas,21100,Female,F,2019,Ohio,39,1053
Pancreas,21100,Female,F,2019,Oklahoma,40,299
Pancreas,21100,Female,F,2019,Oregon,41,333
Pancreas,21100,Female,F,2019,Pennsylvania,42,1240
Pancreas,21100,Female,F,2019,Rhode Island,44,96
Pancreas,21100,Female,F,2019,South Carolina,45,404
Pancreas,21100,Female,F,2019,South Dakota,46,53
Pancreas,21100,Female,F,2019,Tennessee,47,513
Pancreas,21100,Female,F,2019,Texas,48,1870
Pancreas,21100,Female,F,2019,Utah,49,161
Pancreas,21100,Female,F,2019,Vermont,50,64
Pancreas,21100,Female,F,2019,Virginia,51,672
Pancreas,21100,Female,F,2019,Washington,53,591
Pancreas,21100,Female,F,2019,West Virginia,54,161
Pancreas,21100,Female,F,2019,Wisconsin,55,538
Pancreas,21100,Female,F,2019,Wyoming,56,27
Pancreas,21100,Female,F,2020,Alabama,1,410
Pancreas,21100,Female,F,2020,Alaska,2,54
Pancreas,21100,Female,F,2020,Arizona,4,575
Pancreas,21100,Female,F,2020,Arkansas,5,233
Pancreas,21100,Female,F,2020,California,6,2648
Pancreas,21100,Female,F,2020,Colorado,8,377
Pancreas,21100,Female,F,2020,Connecticut,9,357
Pancreas,21100,Female,F,2020,Delaware,10,94
Pancreas,21100,Female,F,2020,District of Columbia,11,57
Pancreas,21100,Female,F,2020,Florida,12,2045
Pancreas,21100,Female,F,2020,Georgia,13,846
Pancreas,21100,Female,F,2020,Hawaii,15,120
Pancreas,21100,Female,F,2020,Idaho,16,140
Pancreas,21100,Female,F,2020,Illinois,17,1050
Pancreas,21100,Female,F,2020,Iowa,19,235
Pancreas,21100,Female,F,2020,Kansas,20,194
Pancreas,21100,Female,F,2020,Kentucky,21,377
Pancreas,21100,Female,F,2020,Louisiana,22,406
Pancreas,21100,Female,F,2020,Maine,23,147
Pancreas,21100,Female,F,2020,Maryland,24,495
Pancreas,21100,Female,F,2020,Massachusetts,25,615
Pancreas,21100,Female,F,2020,Michigan,26,886
Pancreas,21100,Female,F,2020,Minnesota,27,444
Pancreas,21100,Female,F,2020,Mississippi,28,257
Pancreas,21100,Female,F,2020,Missouri,29,494
Pancreas,21100,Female,F,2020,Montana,30,77
Pancreas,21100,Female,F,2020,Nebraska,31,145
Pancreas,21100,Female,F,2020,Nevada,32,210
Pancreas,21100,Female,F,2020,New Hampshire,33,135
Pancreas,21100,Female,F,2020,New Jersey,34,888
Pancreas,21100,Female,F,2020,New Mexico,35,156
Pancreas,21100,Female,F,2020,New York,36,1760
Pancreas,21100,Female,F,2020,North Carolina,37,891
Pancreas,21100,Female,F,2020,North Dakota,38,52
Pancreas,21100,Female,F,2020,Ohio,39,1021
Pancreas,21100,Female,F,2020,Oklahoma,40,297
Pancreas,21100,Female,F,2020,Oregon,41,364
Pancreas,21100,Female,F,2020,Pennsylvania,42,1309
Pancreas,21100,Female,F,2020,Rhode Island,44,98
Pancreas,21100,Female,F,2020,South Carolina,45,442
Pancreas,21100,Female,F,2020,South Dakota,46,72
Pancreas,21100,Female,F,2020,Tennessee,47,538
Pancreas,21100,Female,F,2020,Texas,48,1911
Pancreas,21100,Female,F,2020,Utah,49,150
Pancreas,21100,Female,F,2020,Vermont,50,53
Pancreas,21100,Female,F,2020,Virginia,51,671
Pancreas,21100,Female,F,2020,Washington,53,607
Pancreas,21100,Female,F,2020,West Virginia,54,169
Pancreas,21100,Female,F,2020,Wisconsin,55,530
Pancreas,21100,Female,F,2020,Wyoming,56,45
Pancreas,21100,Female,F,2021,Alabama,1,452
Pancreas,21100,Female,F,2021,Alaska,2,42
Pancreas,21100,Female,F,2021,Arizona,4,484
Pancreas,21100,Female,F,2021,Arkansas,5,242
Pancreas,21100,Female,F,2021,California,6,2815
Pancreas,21100,Female,F,2021,Colorado,8,365
Pancreas,21100,Female,F,2021,Connecticut,9,397
Pancreas,21100,Female,F,2021,Delaware,10,102
Pancreas,21100,Female,F,2021,District of Columbia,11,57
Pancreas,21100,Female,F,2021,Florida,12,2215
Pancreas,21100,Female,F,2021,Georgia,13,822
Pancreas,21100,Female,F,2021,Hawaii,15,134
Pancreas,21100,Female,F,2021,Idaho,16,151
Pancreas,21100,Female,F,2021,Illinois,17,1111
Pancreas,21100,Female,F,2021,Iowa,19,302
Pancreas,21100,Female,F,2021,Kansas,20,194
Pancreas,21100,Female,F,2021,Kentucky,21,360
Pancreas,21100,Female,F,2021,Louisiana,22,385
Pancreas,21100,Female,F,2021,Maine,23,136
Pancreas,21100,Female,F,2021,Maryland,24,498
Pancreas,21100,Female,F,2021,Massachusetts,25,547
Pancreas,21100,Female,F,2021,Michigan,26,883
Pancreas,21100,Female,F,2021,Minnesota,27,461
Pancreas,21100,Female,F,2021,Mississippi,28,238
Pancreas,21100,Female,F,2021,Missouri,29,509
Pancreas,21100,Female,F,2021,Montana,30,90
Pancreas,21100,Female,F,2021,Nebraska,31,165
Pancreas,21100,Female,F,2021,Nevada,32,211
Pancreas,21100,Female,F,2021,New Hampshire,33,115
Pancreas,21100,Female,F,2021,New Jersey,34,934
Pancreas,21100,Female,F,2021,New Mexico,35,160
Pancreas,21100,Female,F,2021,New York,36,1868
Pancreas,21100,Female,F,2021,North Carolina,37,922
Pancreas,21100,Female,F,2021,North Dakota,38,60
Pancreas,21100,Female,F,2021,Ohio,39,975
Pancreas,21100,Female,F,2021,Oklahoma,40,274
Pancreas,21100,Female,F,2021,Oregon,41,345
Pancreas,21100,Female,F,2021,Pennsylvania,42,1262
Pancreas,21100,Female,F,2021,Rhode Island,44,95
Pancreas,21100,Female,F,2021,South Carolina,45,460
Pancreas,21100,Female,F,2021,South Dakota,46,70
Pancreas,21100,Female,F,2021,Tennessee,47,557
Pancreas,21100,Female,F,2021,Texas,48,1924
Pancreas,21100,Female,F,2021,Utah,49,158
Pancreas,21100,Female,F,2021,Vermont,50,54
Pancreas,21100,Female,F,2021,Virginia,51,721
Pancreas,21100,Female,F,2021,Washington,53,640
Pancreas,21100,Female,F,2021,West Virginia,54,164
Pancreas,21100,Female,F,2021,Wisconsin,55,523
Pancreas,21100,Female,F,2021,Wyoming,56,53
Pancreas,21100,Male,M,1999,Alabama,1,231
Pancreas,21100,Male,M,1999,Alaska,2,21
Pancreas,21100,Male,M,1999,Arizona,4,220
Pancreas,21100,Male,M,1999,Arkansas,5,126
Pancreas,21100,Male,M,1999,California,6,1472
Pancreas,21100,Male,M,1999,Colorado,8,169
Pancreas,21100,Male,M,1999,Connecticut,9,210
Pancreas,21100,Male,M,1999,Delaware,10,42
Pancreas,21100,Male,M,1999,District of Columbia,11,38
Pancreas,21100,Male,M,1999,Florida,12,1116
Pancreas,21100,Male,M,1999,Georgia,13,357
Pancreas,21100,Male,M,1999,Hawaii,15,65
Pancreas,21100,Male,M,1999,Idaho,16,51
Pancreas,21100,Male,M,1999,Illinois,17,692
Pancreas,21100,Male,M,1999,Indiana,18,292
Pancreas,21100,Male,M,1999,Iowa,19,154
Pancreas,21100,Male,M,1999,Kansas,20,146
Pancreas,21100,Male,M,1999,Kentucky,21,202
Pancreas,21100,Male,M,1999,Louisiana,22,244
Pancreas,21100,Male,M,1999,Maine,23,86
Pancreas,21100,Male,M,1999,Maryland,24,253
Pancreas,21100,Male,M,1999,Massachusetts,25,364
Pancreas,21100,Male,M,1999,Michigan,26,525
Pancreas,21100,Male,M,1999,Minnesota,27,210
Pancreas,21100,Male,M,1999,Missouri,29,330
Pancreas,21100,Male,M,1999,Montana,30,57
Pancreas,21100,Male,M,1999,Nebraska,31,93
Pancreas,21100,Male,M,1999,Nevada,32,93
Pancreas,21100,Male,M,1999,New Hampshire,33,71
Pancreas,21100,Male,M,1999,New Jersey,34,507
Pancreas,21100,Male,M,1999,New Mexico,35,108
Pancreas,21100,Male,M,1999,New York,36,1145
Pancreas,21100,Male,M,1999,North Carolina,37,387
Pancreas,21100,Male,M,1999,North Dakota,38,26
Pancreas,21100,Male,M,1999,Ohio,39,602
Pancreas,21100,Male,M,1999,Oklahoma,40,201
Pancreas,21100,Male,M,1999,Oregon,41,196
Pancreas,21100,Male,M,1999,Pennsylvania,42,807
Pancreas,21100,Male,M,1999,Rhode Island,44,56
Pancreas,21100,Male,M,1999,South Carolina,45,198
Pancreas,21100,Male,M,1999,Tennessee,47,212
Pancreas,21100,Male,M,1999,Texas,48,835
Pancreas,21100,Male,M,1999,Utah,49,82
Pancreas,21100,Male,M,1999,Vermont,50,41
Pancreas,21100,Male,M,1999,Virginia,51,281
Pancreas,21100,Male,M,1999,Washington,53,320
Pancreas,21100,Male,M,1999,West Virginia,54,97
Pancreas,21100,Male,M,1999,Wisconsin,55,308
Pancreas,21100,Male,M,1999,Wyoming,56,38
Pancreas,21100,Male,M,2000,Alabama,1,238
Pancreas,21100,Male,M,2000,Alaska,2,17
Pancreas,21100,Male,M,2000,Arizona,4,267
Pancreas,21100,Male,M,2000,Arkansas,5,137
Pancreas,21100,Male,M,2000,California,6,1515
Pancreas,21100,Male,M,2000,Colorado,8,193
Pancreas,21100,Male,M,2000,Connecticut,9,197
Pancreas,21100,Male,M,2000,Delaware,10,51
Pancreas,21100,Male,M,2000,District of Columbia,11,33
Pancreas,21100,Male,M,2000,Florida,12,1149
Pancreas,21100,Male,M,2000,Georgia,13,349
Pancreas,21100,Male,M,2000,Hawaii,15,82
Pancreas,21100,Male,M,2000,Idaho,16,47
Pancreas,21100,Male,M,2000,Illinois,17,744
Pancreas,21100,Male,M,2000,Indiana,18,329
Pancreas,21100,Male,M,2000,Iowa,19,201
Pancreas,21100,Male,M,2000,Kansas,20,138
Pancreas,21100,Male,M,2000,Kentucky,21,192
Pancreas,21100,Male,M,2000,Louisiana,22,295
Pancreas,21100,Male,M,2000,Maine,23,80
Pancreas,21100,Male,M,2000,Maryland,24,258
Pancreas,21100,Male,M,2000,Massachusetts,25,349
Pancreas,21100,Male,M,2000,Michigan,26,574
Pancreas,21100,Male,M,2000,Minnesota,27,221
Pancreas,21100,Male,M,2000,Missouri,29,333
Pancreas,21100,Male,M,2000,Montana,30,57
Pancreas,21100,Male,M,2000,Nebraska,31,95
Pancreas,21100,Male,M,2000,Nevada,32,103
Pancreas,21100,Male,M,2000,New Hampshire,33,80
Pancreas,21100,Male,M,2000,New Jersey,34,497
Pancreas,21100,Male,M,2000,New Mexico,35,104
Pancreas,21100,Male,M,2000,New York,36,1135
Pancreas,21100,Male,M,2000,North Carolina,37,411
Pancreas,21100,Male,M,2000,North Dakota,38,28
Pancreas,21100,Male,M,2000,Ohio,39,593
Pancreas,21100,Male,M,2000,Oklahoma,40,205
Pancreas,21100,Male,M,2000,Oregon,41,180
Pancreas,21100,Male,M,2000,Pennsylvania,42,829
Pancreas,21100,Male,M,2000,Rhode Island,44,64
Pancreas,21100,Male,M,2000,South Carolina,45,207
Pancreas,21100,Male,M,2000,Tennessee,47,254
Pancreas,21100,Male,M,2000,Texas,48,969
Pancreas,21100,Male,M,2000,Utah,49,70
Pancreas,21100,Male,M,2000,Vermont,50,30
Pancreas,21100,Male,M,2000,Virginia,51,289
Pancreas,21100,Male,M,2000,Washington,53,331
Pancreas,21100,Male,M,2000,West Virginia,54,108
Pancreas,21100,Male,M,2000,Wisconsin,55,263
Pancreas,21100,Male,M,2000,Wyoming,56,17
Pancreas,21100,Male,M,2001,Alabama,1,234
Pancreas,21100,Male,M,2001,Alaska,2,17
Pancreas,21100,Male,M,2001,Arizona,4,275
Pancreas,21100,Male,M,2001,Arkansas,5,140
Pancreas,21100,Male,M,2001,California,6,1644
Pancreas,21100,Male,M,2001,Colorado,8,188
Pancreas,21100,Male,M,2001,Connecticut,9,201
Pancreas,21100,Male,M,2001,Delaware,10,47
Pancreas,21100,Male,M,2001,District of Columbia,11,36
Pancreas,21100,Male,M,2001,Florida,12,1231
Pancreas,21100,Male,M,2001,Georgia,13,373
Pancreas,21100,Male,M,2001,Hawaii,15,80
Pancreas,21100,Male,M,2001,Idaho,16,62
Pancreas,21100,Male,M,2001,Illinois,17,738
Pancreas,21100,Male,M,2001,Indiana,18,340
Pancreas,21100,Male,M,2001,Iowa,19,199
Pancreas,21100,Male,M,2001,Kansas,20,123
Pancreas,21100,Male,M,2001,Kentucky,21,206
Pancreas,21100,Male,M,2001,Louisiana,22,247
Pancreas,21100,Male,M,2001,Maine,23,92
Pancreas,21100,Male,M,2001,Maryland,24,239
Pancreas,21100,Male,M,2001,Massachusetts,25,351
Pancreas,21100,Male,M,2001,Michigan,26,570
Pancreas,21100,Male,M,2001,Minnesota,27,207
Pancreas,21100,Male,M,2001,Missouri,29,348
Pancreas,21100,Male,M,2001,Montana,30,44
Pancreas,21100,Male,M,2001,Nebraska,31,84
Pancreas,21100,Male,M,2001,Nevada,32,134
Pancreas,21100,Male,M,2001,New Hampshire,33,55
Pancreas,21100,Male,M,2001,New Jersey,34,533
Pancreas,21100,Male,M,2001,New Mexico,35,83
Pancreas,21100,Male,M,2001,New York,36,1112
Pancreas,21100,Male,M,2001,North Carolina,37,406
Pancreas,21100,Male,M,2001,North Dakota,38,39
Pancreas,21100,Male,M,2001,Ohio,39,630
Pancreas,21100,Male,M,2001,Oklahoma,40,208
Pancreas,21100,Male,M,2001,Oregon,41,203
Pancreas,21100,Male,M,2001,Pennsylvania,42,789
Pancreas,21100,Male,M,2001,Rhode Island,44,63
Pancreas,21100,Male,M,2001,South Carolina,45,234
Pancreas,21100,Male,M,2001,South Dakota,46,46
Pancreas,21100,Male,M,2001,Tennessee,47,211
Pancreas,21100,Male,M,2001,Texas,48,1004
Pancreas,21100,Male,M,2001,Utah,49,76
Pancreas,21100,Male,M,2001,Vermont,50,36
Pancreas,21100,Male,M,2001,Virginia,51,229
Pancreas,21100,Male,M,2001,Washington,53,347
Pancreas,21100,Male,M,2001,West Virginia,54,121
Pancreas,21100,Male,M,2001,Wisconsin,55,333
Pancreas,21100,Male,M,2001,Wyoming,56,31
Pancreas,21100,Male,M,2002,Alabama,1,229
Pancreas,21100,Male,M,2002,Alaska,2,29
Pancreas,21100,Male,M,2002,Arizona,4,277
Pancreas,21100,Male,M,2002,Arkansas,5,156
Pancreas,21100,Male,M,2002,California,6,1676
Pancreas,21100,Male,M,2002,Colorado,8,207
Pancreas,21100,Male,M,2002,Connecticut,9,254
Pancreas,21100,Male,M,2002,Delaware,10,42
Pancreas,21100,Male,M,2002,District of Columbia,11,41
Pancreas,21100,Male,M,2002,Florida,12,1167
Pancreas,21100,Male,M,2002,Georgia,13,370
Pancreas,21100,Male,M,2002,Hawaii,15,59
Pancreas,21100,Male,M,2002,Idaho,16,77
Pancreas,21100,Male,M,2002,Illinois,17,723
Pancreas,21100,Male,M,2002,Indiana,18,347
Pancreas,21100,Male,M,2002,Iowa,19,168
Pancreas,21100,Male,M,2002,Kansas,20,126
Pancreas,21100,Male,M,2002,Kentucky,21,231
Pancreas,21100,Male,M,2002,Louisiana,22,286
Pancreas,21100,Male,M,2002,Maine,23,97
Pancreas,21100,Male,M,2002,Maryland,24,296
Pancreas,21100,Male,M,2002,Massachusetts,25,382
Pancreas,21100,Male,M,2002,Michigan,26,589
Pancreas,21100,Male,M,2002,Minnesota,27,207
Pancreas,21100,Male,M,2002,Missouri,29,329
Pancreas,21100,Male,M,2002,Montana,30,41
Pancreas,21100,Male,M,2002,Nebraska,31,100
Pancreas,21100,Male,M,2002,Nevada,32,128
Pancreas,21100,Male,M,2002,New Hampshire,33,71
Pancreas,21100,Male,M,2002,New Jersey,34,515
Pancreas,21100,Male,M,2002,New Mexico,35,96
Pancreas,21100,Male,M,2002,New York,36,1178
Pancreas,21100,Male,M,2002,North Carolina,37,424
Pancreas,21100,Male,M,2002,North Dakota,38,38
Pancreas,21100,Male,M,2002,Ohio,39,631
Pancreas,21100,Male,M,2002,Oklahoma,40,190
Pancreas,21100,Male,M,2002,Oregon,41,181
Pancreas,21100,Male,M,2002,Pennsylvania,42,840
Pancreas,21100,Male,M,2002,Rhode Island,44,56
Pancreas,21100,Male,M,2002,South Carolina,45,218
Pancreas,21100,Male,M,2002,South Dakota,46,40
Pancreas,21100,Male,M,2002,Tennessee,47,233
Pancreas,21100,Male,M,2002,Texas,48,993
Pancreas,21100,Male,M,2002,Utah,49,89
Pancreas,21100,Male,M,2002,Vermont,50,40
Pancreas,21100,Male,M,2002,Virginia,51,312
Pancreas,21100,Male,M,2002,Washington,53,319
Pancreas,21100,Male,M,2002,West Virginia,54,99
Pancreas,21100,Male,M,2002,Wisconsin,55,327
Pancreas,21100,Male,M,2002,Wyoming,56,20
Pancreas,21100,Male,M,2003,Alabama,1,242
Pancreas,21100,Male,M,2003,Alaska,2,30
Pancreas,21100,Male,M,2003,Arizona,4,294
Pancreas,21100,Male,M,2003,Arkansas,5,132
Pancreas,21100,Male,M,2003,California,6,1628
Pancreas,21100,Male,M,2003,Colorado,8,203
Pancreas,21100,Male,M,2003,Connecticut,9,249
Pancreas,21100,Male,M,2003,Delaware,10,36
Pancreas,21100,Male,M,2003,District of Columbia,11,30
Pancreas,21100,Male,M,2003,Florida,12,1295
Pancreas,21100,Male,M,2003,Georgia,13,379
Pancreas,21100,Male,M,2003,Hawaii,15,94
Pancreas,21100,Male,M,2003,Idaho,16,76
Pancreas,21100,Male,M,2003,Illinois,17,763
Pancreas,21100,Male,M,2003,Indiana,18,366
Pancreas,21100,Male,M,2003,Iowa,19,181
Pancreas,21100,Male,M,2003,Kansas,20,156
Pancreas,21100,Male,M,2003,Kentucky,21,250
Pancreas,21100,Male,M,2003,Louisiana,22,267
Pancreas,21100,Male,M,2003,Maine,23,90
Pancreas,21100,Male,M,2003,Maryland,24,302
Pancreas,21100,Male,M,2003,Massachusetts,25,382
Pancreas,21100,Male,M,2003,Michigan,26,640
Pancreas,21100,Male,M,2003,Minnesota,27,251
Pancreas,21100,Male,M,2003,Mississippi,28,175
